Short description,Description,Caller,Assignment group,New_Assignment_Groups,Text_length,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
lauacyltoe hxgaycze java to be installed,lauacyltoe hxgaycze java instal lauacyltoe hxgaycze java instal,qscdktvl rihendxu,GRP_0,GRP_0,40,0.0,0.5241000056266785,"user, issue, tool, unable, access, error, need, work, help, system","['java', 'instal']"
chg0034110,chg hello everyone user receive message logon senior analyst bokrgadu euobrlcn,afkstcev utbnkyop,GRP_0,GRP_0,226,0.0,0.9811000227928162,"user, issue, tool, unable, access, error, need, work, help, system","['user', 'receive', 'message', 'senior', 'analyst', 'bokrgadu']"
ticket update inplant_858871,ticket update inplant ticket update inplant,fumkcsji sarmtlhy,GRP_0,GRP_0,28,2.0,0.954800009727478,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['ticket', 'update', 'inplant', 'ticket', 'update', 'inplant']"
user needs access to the engineering_tool.,user need access engineering tool user need access engineering tool,sjhrytwn yakzbslm,GRP_0,GRP_0,42,0.0,0.9883999824523926,"user, issue, tool, unable, access, error, need, work, help, system","['user', 'need', 'access', 'engineering', 'tool', 'user', 'need', 'access', 'engineering', 'tool']"
unable to add contacts to markhtyeting list to receive catalogs in crm ,unable add contact markhtyete list receive catalog crm unable add contact markhtyete list receive catalog crm user -PRON- kindftyed contact,vktxjamz whbdetvp,GRP_22,GRP_22,106,0.0,0.9883999824523926,"user, issue, tool, unable, access, error, need, work, help, system","['unable', 'add', 'contact', 'markhtyete', 'list', 'catalog', 'unable', 'add', 'markhtyete', 'list']"
 incident #in33541962 - phishing form submit - outbound beshryulisted ip - dane-williuthyr,incident phishe form submit outbound beshryuliste ip dane williuthyr source ip source hostname dane williuthyr user name dghuane whryuiams wijuiidl location usa pa eh sms status field sale user yes dsw event log see see company internal asa company com device generate ipbl phishe form submit outbound beshryuliste ip alert traffic dane williuthyr external ip address beshryuliste counter threat unit ctu team due association malware phishe form submit outbound affected asset investigate traffic beshryuliste ip address indicate host infect malware escalate incident via medium priority ticket mail notification per default event handling procedure would like -PRON- handle incident differently future see handling option question concern please let -PRON- know either correspond -PRON- via ticket delegate ticket back ctoc call -PRON- full escalation relate event high priority ticket phone call autoresolve event portal explicit notification event available reporting purpose portal sincerely ctoc event data event -PRON- event summary ipbl phishing form submit outbound beshryuliste ip occurrence count event count host connection information source ip source hostname dane williuthyr source mac address eb db destination ip destination hostname ip ip secureserver net destination ip geolocation schtrtgoyhtsdale usa connection directionality outgoing device information device ip device name company internal asa company com scwx event processing information sherlock rule -PRON- sle inspector event -PRON- agent -PRON- event detail asa build outbound tcp connection outside inside correlation datum dhcpd dhcpack eb db dane williuthyr via eth relay lease duration renew take action ticket action,ugyothfz ugrmkdhx,GRP_2,GRP_2,2494,2.0,0.8705000281333923,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['incident', 'phishe', 'form', 'submit', 'source', 'hostname', 'user', 'name', 'field', 'sale', 'user', 'event', 'see', 'see', 'device', 'generate', 'ipbl', 'form', 'external', 'address', 'unit', 'due', 'affected', 'asset', 'investigate', 'traffic', 'beshryuliste', 'address', 'indicate', 'host', 'medium_priority', 'ticket', 'mail', 'notification', 'event', 'pron', 'handle_incident', 'see', 'let', 'pron', 'correspond', 'pron', 'ticket', 'delegate', 'ticket', 'back', 'ctoc', 'call', 'pron', 'relate', 'event', 'high_priority', 'ticket', 'phone', 'call', 'autoresolve', 'event', 'portal_explicit', 'notification', 'event', 'sincerely', 'ctoc', 'event', 'data', 'event', 'pron', 'event', 'summary', 'ipbl', 'phishing', 'form', 'event', 'count_host', 'connection', 'information', 'source_ip', 'source', 'hostname', 'source', 'mac_addres', 'destination', 'destination', 'hostname', 'secureserver', 'net', 'destination', 'ip_geolocation', 'outgoing', 'device', 'information', 'device', 'device', 'name', 'processing', 'rule', 'pron', 'event', 'pron', 'agent', 'event', 'connection', 'outside', 'via_eth', 'take', 'action', 'ticket', 'action']"
job Job_1427 failed in job_scheduler at: 09/09/2016 13:39:00  ,job job fail job scheduler job job fail job scheduler,bpctwhsn kzqsbmtp,GRP_6,GRP_6,106,2.0,0.9725000262260437,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['job', 'job', 'fail', 'job', 'scheduler', 'job', 'job', 'fail', 'job', 'scheduler']"
reparo adobe pdf,reparo adobe pdf os recibo gerados -PRON- pdf est saindo com caractere,frjpkuwq rtznexbq,GRP_0,GRP_0,54,2.0,0.7875000238418579,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside",['com']
design_tool service: file naming convention has changed,design tool service file name convention change geengineere tooloductdata web service call design tool service obtain cad model engineering tool believe link point design tool uacyltoe hxgaycze service look like name convention change last day file return service name material management number g mm sid see attach fw engineering tool drill msg detail change cause issue model return engineering tool engineering tool demo imts start need urgent fix revert change may made file name convention file design tool service original rule uli implement file name cad file return service implement name rule cad catalog iso take else cad catalog ansi take else rqfhiong zkwfqagb taken underscore plus cad graph type add finally original file extension add,fyuqhlcx fjiuhxae,GRP_25,GRP_25,1132,0.0,0.963699996471405,"user, issue, tool, unable, access, error, need, work, help, system","['design', 'service', 'file', 'name', 'convention', 'change', 'service', 'call', 'design', 'tool', 'service', 'obtain', 'tool', 'believe', 'link', 'point', 'design', 'tool', 'service', 'look', 'name', 'convention', 'last', 'day', 'file', 'return', 'service', 'name', 'material', 'management', 'number', 'see', 'attach', 'engineering', 'tool', 'drill', 'msg', 'detail', 'change', 'issue', 'model', 'engineering', 'tool', 'engineering', 'tool', 'demo', 'imts', 'start', 'need', 'urgent', 'fix', 'revert', 'change', 'may', 'made', 'file', 'name', 'convention', 'file', 'design', 'tool', 'service', 'original', 'rule', 'file', 'file', 'implement', 'rule', 'take', 'else', 'catalog', 'ansi', 'take', 'else', 'take', 'underscore', 'type', 'add', 'finally', 'original', 'file', 'extension', 'add']"
ticket update on inplant_858893,ticket update inplant ticket update inplant,fumkcsji sarmtlhy,GRP_0,GRP_0,31,2.0,0.954800009727478,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['ticket', 'update', 'inplant', 'ticket', 'update', 'inplant']"
dell 7350 tablet cracked after it was accidentally dropped.,dell tablet crack accidentally drop dell tablet crack accidentally drop,qcxivzag vyucbagx,GRP_3,GRP_3,58,0.0,0.9810000061988831,"user, issue, tool, unable, access, error, need, work, help, system","['crack', 'accidentally', 'drop', 'crack', 'accidentally', 'drop']"
approval workflow problems,approval workflow problem approfghache problem approval workflow credit memo request respectively rmas open several ticket regard topic unfortunately lead final solution maybe erp language problem part anyway hope help get fix approval level organization follow regardless sale person customer account level afcbrhqw vudghzcb subsitute possible level afcbrhqw vudghzcb substitute possible level qsoxltny dzjespml tjnwdauo jkdwbhgs substitute possible level plus michghytuael nz tjnwdauo jkdwbhgs substitute possible often happen workflow route wrong person lauacyltoe hxgaycze example rma route level approve jmkcewds qkoipbzn level wo nothing take lot time gather wrong routed workflow forward responsible person appreciate help,jwqyxbzs adpvilqu,GRP_13,GRP_13,1191,0.0,0.9983999729156494,"user, issue, tool, unable, access, error, need, work, help, system","['workflow', 'credit_memo', 'request', 'respectively', 'rmas', 'open', 'several', 'ticket', 'regard', 'topic', 'unfortunately', 'lead', 'final', 'solution', 'maybe', 'language', 'problem', 'part', 'anyway', 'hope', 'help', 'fix', 'approval', 'level', 'organization', 'follow', 'regardless', 'sale', 'person', 'customer', 'account', 'level', 'afcbrhqw', 'vudghzcb', 'subsitute', 'possible', 'level', 'afcbrhqw', 'vudghzcb', 'substitute', 'possible', 'level', 'qsoxltny', 'dzjespml', 'substitute', 'possible', 'level', 'substitute', 'possible', 'often', 'happen', 'workflow', 'route', 'wrong', 'person', 'example', 'route', 'level', 'approve', 'level', 'wo', 'take', 'lot', 'time', 'gather', 'wrong', 'routed', 'workflow', 'forward', 'responsible', 'person', 'appreciate', 'help']"
sound not working,sound working sound work,obanjrhg rnafleys,GRP_0,GRP_0,17,0.0,0.9722999930381775,"user, issue, tool, unable, access, error, need, work, help, system","['sound', 'working', 'sound', 'work']"
erp will not open,erp open hi erp vpn user keep get error every time try log sid erp hrs ago trouble please help ph,nkthumgf mwgdenbs,GRP_0,GRP_0,329,0.0,0.9871000051498413,"user, issue, tool, unable, access, error, need, work, help, system","['user', 'keep', 'error', 'time', 'try', 'hrs', 'ago', 'trouble', 'help']"
update on inplant_857663,update inplant update inplant,rbozivdq gmlhrtvp,GRP_0,GRP_0,24,2.0,0.9340000152587891,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['update', 'inplant', 'update', 'inplant']"
i'm trying to print to our network printer  savin c2525,try print network printer savin try print network printer savin c,dzrbwhco frmhpwda,GRP_0,GRP_0,55,0.0,0.9775000214576721,"user, issue, tool, unable, access, error, need, work, help, system","['try', 'printer', 'try', 'print', 'savin']"
i was kicked out of vpn but i am reconnected now.,kick vpn reconnected vpn stop work able reconnected minute,lxvpesjo azmqlfoi,GRP_0,GRP_0,70,0.0,0.9775000214576721,"user, issue, tool, unable, access, error, need, work, help, system","['stop', 'work', 'able', 'reconnected', 'minute']"
job Job_1348a failed in job_scheduler at: 09/09/2016 11:10:00  ,job job fail job scheduler job job fail job scheduler,bpctwhsn kzqsbmtp,GRP_9,GRP_9,107,2.0,0.9725000262260437,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['job', 'job', 'fail', 'job', 'scheduler', 'job', 'job', 'fail', 'job', 'scheduler']"
error when logging in to hana,error log hana please see attach error receive try log hana,eqrknylx nqpsjhwc,GRP_9,GRP_9,70,0.0,0.9641000032424927,"user, issue, tool, unable, access, error, need, work, help, system","['see', 'error', 'receive']"
i am locked out of global view prtgghj4k. i need my password reset. this is very urgent as i have payroll reports i must pull ,lock global view prtgghjk need password reset urgent payroll report must pull lock global view prtgghjk need password reset urgent payroll report must pull morning,zfebmujk mtdzqjue,GRP_0,GRP_0,150,0.0,0.8992000222206116,"user, issue, tool, unable, access, error, need, work, help, system","['lock', 'global', 'view', 'need', 'reset', 'urgent', 'payroll', 'report', 'must', 'pull', 'lock', 'global', 'view', 'need', 'reset', 'urgent', 'payroll', 'report', 'must', 'pull', 'morning']"
windows password reset for tinmuym alrthyu,windows password reset tinmuym alrthyu windows password reset tinmuym alrthyu,olckhmvx pcqobjnd,GRP_0,GRP_0,42,0.0,0.9721999764442444,"user, issue, tool, unable, access, error, need, work, help, system","['alrthyu', 'password', 'tinmuym', 'alrthyu']"
ltcl8513156 - hgmx5q1 - e6420,ltcl hgmxq rarty old laptop need login connect network error security database server computer account workstation trust relationship connect old password need play cd new laptop cd drive please see laptop find ad ph,csmhykge mpxbjudw,GRP_3,GRP_3,399,0.0,0.7286999821662903,"user, issue, tool, unable, access, error, need, work, help, system","['rarty', 'old', 'laptop', 'need', 'network', 'security', 'database', 'account', 'workstation', 'connect', 'old', 'password', 'need', 'play', 'new', 'laptop', 'drive', 'see', 'laptop', 'find', 'ad']"
skype audio is not working ,skype audio work skype audio working,ijplstng juybetlo,GRP_0,GRP_0,27,0.0,0.9487000107765198,"user, issue, tool, unable, access, error, need, work, help, system","['audio', 'working']"
"vpn vpn is not working, need urgent help",vpn vpn working need urgent help well,bmudkpie qolrvbip,GRP_0,GRP_0,95,0.0,0.9722999930381775,"user, issue, tool, unable, access, error, need, work, help, system","['need', 'urgent', 'help', 'well']"
hr_engineering_tools - unable to run reports from etime,hr engineering tool unable run report etime unable run report etime,goaxzsql qpjnbgsa,GRP_0,GRP_0,32,0.0,0.9883999824523926,"user, issue, tool, unable, access, error, need, work, help, system","['engineering', 'tool', 'unable', 'run', 'report', 'etime', 'unable', 'run', 'report', 'etime']"
unable to launch business_client - .net framdntyework needs to be installed,unable launch business client net framdntyework need instal initiate download net,pxcvrjfq wkdaevfn,GRP_19,GRP_19,36,0.0,0.9836000204086304,"user, issue, tool, unable, access, error, need, work, help, system","['unable', 'launch', 'need', 'instal', 'initiate', 'download', 'net']"
account unlock - erp SID_34,account unlock erp sid unlocked account todd able get successfully,lwbchnga axpqctfr,GRP_0,GRP_0,58,0.0,0.9810000061988831,"user, issue, tool, unable, access, error, need, work, help, system","['unlocked', 'account', 'todd', 'able', 'get', 'successfully']"
unable to launch skype,unable launch skype unable launch skype,gcaktshf kpgfrotd,GRP_0,GRP_0,22,0.0,0.9722999930381775,"user, issue, tool, unable, access, error, need, work, help, system","['unable', 'launch', 'unable', 'launch']"
unable to log into skype,unable log skype hello get error try log skype address correct log -PRON- correct password correct try time get error need able log skype,muywpnof prtikusy,GRP_0,GRP_0,293,0.0,0.9883999824523926,"user, issue, tool, unable, access, error, need, work, help, system","['unable', 'error', 'try', 'address', 'try', 'time', 'error', 'need', 'able', 'log']"
"account number incorrect : urgent ,",account number incorrect urgent trurthyuft per converstion shatryung screen teamviewer morning screen shot account issue look opportstorage product number mdosid correct account number customer opp create problem select correct account number opportunity create recently able choose account number correct account number need close today,jgxclrzp jzeantui,GRP_40,GRP_40,571,0.0,0.9966999888420105,"user, issue, tool, unable, access, error, need, work, help, system","['account', 'number', 'incorrect', 'urgent', 'trurthyuft', 'converstion', 'morning', 'account', 'issue', 'look', 'number', 'mdosid', 'correct', 'account', 'number', 'customer', 'opp', 'create', 'problem', 'select', 'correct', 'account', 'number', 'opportunity', 'create', 'recently', 'able', 'choose', 'account', 'number', 'correct', 'account', 'number', 'need', 'close', 'today']"
erp engineering tool locked out ,erp engineering tool lock erp engineering tool lock,ptjahcfz kwaqblxp,GRP_0,GRP_0,32,0.0,0.9775000214576721,"user, issue, tool, unable, access, error, need, work, help, system","['tool', 'lock', 'engineering', 'tool', 'lock']"
bahdqrcs xvgzdtqj's onbankrding experience,bahdqrcs xvgzdtqj onbankrding experience hello bahdqrcs xvgzdtqj intern hire full time effective follow process old manager transfer new manager oneteam new manager enter new job compensation information like instruct however honest onbankrding experience disaster far say every time call hrss help helpful resolve issue hrss tell problem tell hr problem issue still access benefit information collaboration tool follow direction give get error message say need approval request submit ethic access expense report access able enter expense report however go submit get error message try log get error message say problem access vpn say hr need update sid really sure incorrect paycheck receive paycheck tell depend information process payroll may catch fact salary correct paycheck sharee email yesterday make sound like everything go correct paycheck send follow email say already run go able backdate effective date change go want liuytre provide hour work go work liuytre stop track hour since salary employee also company conference week technically work way hour week part meeting dinner hour team building activity someone share service designate contact work issue everything figure something issue hrss follow pass back forth beyond frustrated next figure benefit eligibility timeframdntye,xzupryaf vlbikhsm,GRP_0,GRP_0,2548,0.0,0.9904000163078308,"user, issue, tool, unable, access, error, need, work, help, system","['onbankrding', 'hire', 'full', 'time', 'effective', 'follow', 'process', 'old', 'manager', 'transfer', 'new', 'manager', 'enter', 'new', 'job', 'compensation', 'information', 'instruct', 'however', 'honest', 'onbankrding', 'experience', 'disaster', 'far', 'say', 'time', 'call', 'hrss', 'help', 'helpful', 'resolve', 'issue', 'tell', 'problem', 'tell', 'hr', 'problem', 'issue', 'still', 'access', 'benefit', 'information', 'collaboration', 'tool', 'follow', 'direction', 'give', 'error', 'message', 'say', 'need', 'approval', 'request', 'submit', 'ethic', 'access', 'access', 'able', 'enter', 'however', 'go', 'submit', 'get', 'error', 'message', 'try', 'log', 'error', 'message', 'say', 'problem', 'access', 'say', 'need', 'update', 'really', 'sure', 'incorrect', 'paycheck', 'receive', 'paycheck', 'tell', 'depend', 'information', 'process', 'payroll', 'may', 'catch', 'fact', 'salary', 'correct', 'paycheck', 'sharee', 'email', 'yesterday', 'make', 'sound', 'go', 'correct', 'paycheck', 'send', 'follow', 'email', 'say', 'already', 'run', 'go', 'able', 'backdate', 'effective', 'date', 'change', 'go', 'provide', 'hour', 'work', 'go', 'work', 'stop', 'track', 'hour', 'salary', 'employee', 'also', 'company', 'conference', 'week', 'technically', 'work', 'dinner', 'hour', 'team', 'building', 'activity', 'share', 'service', 'designate', 'contact', 'work', 'issue', 'figure', 'issue', 'follow', 'pass', 'back', 'forth', 'frustrated', 'next', 'figure', 'benefit', 'eligibility', 'timeframdntye']"
password reset erp SID_34,password reset erp sid password reset erp sid,tcekvfrb colkzbrm,GRP_0,GRP_0,25,0.0,0.6464999914169312,"user, issue, tool, unable, access, error, need, work, help, system",[]
interface: fc3/34 Â· HostName_1147 on sandplant_162 is down since 7:38 am on 09/09 et,interface fc hostname sandplant since et interface fc hostname sandplant since et,jloygrwh acvztedi,GRP_8,GRP_8,85,2.0,0.599399983882904,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['sandplant', 'sandplant', 'et']"
vpn queries ,vpn queries vpn query,oldrctiu bxurpsyi,GRP_0,GRP_0,12,1.0,0.791100025177002,"company, site, ticket, network, circuit, reset, backup, start, power, vendor",['query']
vpn,vpn hello get follow error try start vpn also try install say need admin right best,oujvmgeq spobcflw,GRP_0,GRP_0,213,0.0,0.9902999997138977,"user, issue, tool, unable, access, error, need, work, help, system","['follow', 'error', 'try', 'start', 'also', 'try', 'install', 'say', 'need', 'admin', 'right', 'well']"
please take snapshot of vms manually under HostName_589 ,please take snapshot vms manually hostname please take snapshot vms manually hostname,tkbuhcnq kdheauqo,GRP_12,GRP_12,56,0.0,0.9811000227928162,"user, issue, tool, unable, access, error, need, work, help, system","['take', 'snapshot', 'manually', 'take', 'snapshot', 'manually']"
skype content not showing up in meeting ,skype content show meeting skype content show meeting,sdgqujpr dtilnycz,GRP_0,GRP_0,40,0.0,0.9722999930381775,"user, issue, tool, unable, access, error, need, work, help, system","['meeting', 'content', 'show', 'meeting']"
error: trust relationship between this workstation and the primary domain failed,error trust relationship workstation primary domain fail customer number telephone summary away computer length time sometimes start get follow error message trust relationship workstation primary domain fail pain keep totally reboot computer away desk time,oewshlmd azjfshry,GRP_0,GRP_0,369,0.0,0.6941999793052673,"user, issue, tool, unable, access, error, need, work, help, system","['error', 'workstation', 'primary', 'domain', 'fail', 'customer', 'summary', 'away', 'computer', 'length', 'time', 'sometimes', 'start', 'get', 'follow', 'error', 'message', 'workstation', 'primary', 'domain', 'fail', 'pain', 'keep', 'totally', 'reboot', 'computer', 'away', 'desk', 'time']"
skype - meetinmg button,skype meetinmg button dear lose skpe button view colleague view nter webfnhtyer manager source company share service gmbh gesch ftsf hrer,blktuiae jzakfmhw,GRP_0,GRP_0,411,0.0,0.5654000043869019,"user, issue, tool, unable, access, error, need, work, help, system","['dear', 'lose', 'company', 'share', 'service', 'gmbh_gesch']"
outlook not loading.,outlook loading outlook loading,vpksyfco chosuygq,GRP_0,GRP_0,20,0.0,0.9103999733924866,"user, issue, tool, unable, access, error, need, work, help, system",['loading']
finance_app time out error.,finance app time error finance app time error,ltnivuhw zbudwnfr,GRP_55,GRP_55,27,0.0,0.9775000214576721,"user, issue, tool, unable, access, error, need, work, help, system","['time', 'error', 'finance_app', 'time', 'error']"
account extension for fqiurzas eidtfbqk - vvlfbhtyeisd,account extension fqiurzas eidtfbqk vvlfbhtyeisd account extension fqiurzas eidtfbqk vvlfbhtyeisd extend account another six month,kmbfhyxi cuwgmiop,GRP_2,GRP_2,97,0.0,0.9722999930381775,"user, issue, tool, unable, access, error, need, work, help, system","['extension', 'extension', 'account', 'month']"
job bkwin_ms_cluster_inc failed in job_scheduler at: 09/09/2016 06:35:00  ,job bkwin ms cluster inc fail job scheduler job bkwin ms cluster inc fail job scheduler,bpctwhsn kzqsbmtp,GRP_8,GRP_8,118,2.0,0.9150000214576721,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['job', 'job', 'scheduler']"
audio stop working after company update,audio stop work company update audio device stop work company update show message audio output device instal coworker trouble,gsotqxfi lidunfjg,GRP_62,GRP_62,149,0.0,0.7419000267982483,"user, issue, tool, unable, access, error, need, work, help, system","['work', 'company', 'update', 'audio', 'device', 'stop', 'work', 'company', 'update', 'show', 'message', 'audio', 'output', 'device', 'instal', 'coworker', 'trouble']"
unable to login to vcenter HostName_589 through vsphere client,unable login vcenter hostname vsphere client unable login vcenter hostname vsphere client kindly check issue,tkbuhcnq kdheauqo,GRP_12,GRP_12,87,0.0,0.9811000227928162,"user, issue, tool, unable, access, error, need, work, help, system","['unable', 'unable', 'client', 'kindly', 'check', 'issue']"
unable to create delivery - shipments iak,unable create delivery shipment iak please provide follow order number material item number warehouse location apac issue description error message please check attach,rxoynvgi ntgdsehl,GRP_6,GRP_6,186,0.0,0.9934999942779541,"user, issue, tool, unable, access, error, need, work, help, system","['unable', 'create', 'delivery', 'shipment', 'iak', 'provide', 'follow', 'order', 'number', 'material', 'item', 'number', 'issue', 'description', 'error', 'message', 'check', 'attach']"
"uyjlodhq ymedkatw (lghuiezj3) has mapped the units m (departments), n (public) and s (teams) to the wrong server",uyjlodhq ymedkatw lghuiezj mapped unit department public team wrong server uyjlodhq ymedkatw lghuiezj mapped unit department public team wrong server would unit hostname pc name ekxw,bxeagsmt zrwdgsco,GRP_0,GRP_0,182,0.0,0.9855999946594238,"user, issue, tool, unable, access, error, need, work, help, system","['team', 'wrong', 'server', 'team', 'wrong', 'server', 'would', 'unit']"
usb ports not detecting devices,usb port detect device usb port detect device,hotwlygp afukzhnm,GRP_19,GRP_19,31,2.0,0.9610000252723694,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['port', 'detect', 'device', 'usb', 'port', 'detect', 'device']"
ewel8323721 - konto einlegen.,ewel konto einlegen ewel konto einlegen assigning per,ughzilfm cfibdamq,GRP_33,GRP_33,86,0.0,0.9101999998092651,"user, issue, tool, unable, access, error, need, work, help, system",['assigning']
travel expense manager (erp transaction pr05) not working,travel expense manager erp transaction pr work hello travel expense manager erp transaction pr work anylong start good,bmudkpie qolrvbip,GRP_10,GRP_10,207,0.0,0.5831000208854675,"user, issue, tool, unable, access, error, need, work, help, system","['manager', 'work', 'manager', 'work', 'anylong', 'start', 'good']"
query from ; avmeocnk.mvycfwka@gmail.com,query query,efbwiadp dicafxhv,GRP_0,GRP_0,40,0.0,0.6464999914169312,"user, issue, tool, unable, access, error, need, work, help, system",[]
 e-mail has been sent to the company quarantine database,e mail send company quarantine database mail send company quarantine database,banwdfcu uhlyqwrt,GRP_26,GRP_26,56,0.0,0.9775000214576721,"user, issue, tool, unable, access, error, need, work, help, system","['mail', 'send', 'mail', 'send', 'company']"
kabel vga defekt\ zedlet ,kabel vga defekt zedlet kabel vga defekt zedlet,jionmpsf wnkpzcmv,GRP_24,GRP_24,25,0.0,0.6464999914169312,"user, issue, tool, unable, access, error, need, work, help, system",[]
install kis \ewew8323506 \guvgytniak,install kis ewew guvgytniak install kis ewew guvgytniak,zlqfptjx xnklbfua,GRP_24,GRP_24,36,0.0,0.6464999914169312,"user, issue, tool, unable, access, error, need, work, help, system",[]
install kis \ewew8323504 \zlqfptjx xnklbfua,install kis ewew install kis ewew,zlqfptjx xnklbfua,GRP_24,GRP_24,43,0.0,0.9722999930381775,"user, issue, tool, unable, access, error, need, work, help, system","['install', 'install', 'kis', 'ewew']"
install zebra \we_wu102 \pfjwinbg ljtzbdqg,install zebra wu install zebra wu,pfjwinbg ljtzbdqg,GRP_24,GRP_24,42,0.0,0.6464999914169312,"user, issue, tool, unable, access, error, need, work, help, system",[]
install company barcode fÃ¼r ewew8323506 \vzqomdgt jwoqbuml,install company barcode r ewew install company barcode r ewew,vzqomdgt jwoqbuml,GRP_24,GRP_24,59,1.0,0.6967999935150146,"company, site, ticket, network, circuit, reset, backup, start, power, vendor","['install', 'company', 'company', 'barcode']"
job Job_1348 failed in job_scheduler at: 09/09/2016 04:32:00  ,job job fail job scheduler job job fail job scheduler,bpctwhsn kzqsbmtp,GRP_9,GRP_9,106,2.0,0.9725000262260437,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['job', 'job', 'fail', 'job', 'scheduler', 'job', 'job', 'fail', 'job', 'scheduler']"
ç­”å¤: shipments iak,shipment iak hi move shipping date dn create pls help ship,wqzarvhx hfsojckw,GRP_18,GRP_18,134,0.0,0.9836000204086304,"user, issue, tool, unable, access, error, need, work, help, system","['move', 'shipping', 'date', 'dn', 'create', 'help', 'ship']"
job bk_bia_bobje failed in job_scheduler at: 09/09/2016 04:34:00  ,job bk bia bobje fail job scheduler job bk bia bobje fail job scheduler,bpctwhsn kzqsbmtp,GRP_5,GRP_5,110,2.0,0.9696000218391418,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['job', 'bobje', 'fail', 'job', 'job', 'bobje', 'fail', 'job', 'scheduler']"
security incidents - ( #in33826812 ) : possible malware phone home request - rgtw7402550,security incident possible malware phone home request rgtw source ip system name rgtw user name workstation server location usa nvyjtmca xjhpznds traversecitymi sms status field sale user yes dsw event log incident overview ctoc receive least occurrence vid malware defender fakeav phone home alert isensor device isensor company com traffic block source port tcp rgtw destine port tcp wilmington usa occur outbound http traffic infected device contain follow method data protocol tcp http method post http version http domain tp doubleverify com url path event jpg user agent mozilla windows nt applewebkit khtml like gecko chrome safari content length escalate incident via high priority ticket phone call per default event handling procedure would like -PRON- handle incident differently future see handling option question concern please let -PRON- know either correspond -PRON- via ticket delegate ticket back ctoc call us ticket escalation relate event medium priority ticket mail notification autoresolve event portal explicit notification event available reporting purpose portal sincerely ctoc event datum related event event show due space constraint,gzhapcld fdigznbk,GRP_3,GRP_3,1838,2.0,0.8476999998092651,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['possible', 'malware', 'phone', 'home', 'request', 'rgtw', 'source_ip', 'system', 'name', 'rgtw', 'user', 'name', 'nvyjtmca', 'xjhpznd', 'field', 'sale', 'user', 'event', 'ctoc', 'receive', 'alert', 'isensor', 'device', 'isensor', 'company', 'com', 'source', 'port', 'occur', 'outbound', 'http', 'traffic', 'infected', 'device', 'contain', 'follow', 'method', 'datum', 'protocol_tcp', 'post', 'http', 'version', 'http', 'domain', 'doubleverify', 'com', 'event', 'agent_mozilla', 'content', 'length', 'high_priority', 'ticket', 'phone', 'call', 'event', 'pron', 'handle_incident', 'see', 'let', 'pron', 'correspond', 'pron', 'ticket', 'delegate', 'ticket', 'back', 'ctoc', 'call', 'ticket', 'escalation', 'relate', 'event', 'medium_priority', 'ticket', 'mail', 'notification', 'autoresolve', 'event', 'portal_explicit', 'notification', 'event', 'sincerely', 'ctoc', 'event', 'event', 'event', 'show', 'due', 'space', 'constraint']"
efdl8111235 - need add. software installed on my new latitude e5470 - storch - tel.: -341,efdl need add software instal new latitude storch tel efdl need add software instal new latitude storch tel archive tool viewer hardcopy reisekosten,fcqxdusv zvkbhayo,GRP_28,GRP_28,143,0.0,0.8366000056266785,"user, issue, tool, unable, access, error, need, work, help, system","['need', 'add', 'software', 'instal', 'new', 'latitude', 'need', 'add', 'software', 'instal', 'new', 'latitude', 'tool', 'viewer', 'reisekosten']"
arbeitsplatz: pc+telefon in germany im bÃ¼ro kÃ¼ffner/wÃ¶lfel einrichten,arbeitsplatz pc telefon germany -PRON- ro ffner lfel einrichten auf grund das ich ab jetzt einen tag der woche germany bin um die azubis die germany stationiert sind zu betreuen ben tige ich einen arbeitsplatz germany,wyotidgu nydzrtuw,GRP_33,GRP_33,168,1.0,0.8823999762535095,"company, site, ticket, network, circuit, reset, backup, start, power, vendor","['die', 'einen']"
access to below applications,access application dear sir please provide access application company engineering tool business client,kxmidsga zokivdfa,GRP_0,GRP_0,179,0.0,0.9871000051498413,"user, issue, tool, unable, access, error, need, work, help, system","['access', 'application', 'provide', 'access', 'application', 'company', 'engineering', 'tool', 'business_client']"
need to add lxkecjgr fwknxupq to shared mailbox,need add lxkecjgr fwknxupq share mailbox need add lxkecjgr fwknxupq share mailbox,lckagtry xcrmzgli,GRP_0,GRP_0,47,0.0,0.6097000241279602,"user, issue, tool, unable, access, error, need, work, help, system","['need', 'add', 'lxkecjgr', 'need', 'add', 'lxkecjgr', 'share_mailbox']"
